Kategorie;Funktion;Produkt;Kurzbeschreibung;Synonyme;Beschreibung;ORBIS U Technologie?;ORBIS U Spezifkation;Orbis U Docker Compose;Service Names;OAS Technologie?;OAS Spezifikation;JAIF Technologie?;ORBIS Mobile Technologie?;Bemerkung;Notwendige Drittprodukte;Produkt Ansprechpartner;Applikations-Support Dedalus;Technische Spezifikation;Kurzfunktions-beschreibung;AMS SIP RfC;Lizenz;Released for Sale;Released for Delivery;PL-Leitfaden;ORBIS Roadmap;History;Geändert am
ORBIS;ORBIS-IMRE - Implantatregister;TI;ORBIS-IMRE;;Allgemeine Voraussetzung für die Anbindung an das Implantateregister für Deutschland (IRD) für folgende spezifische Implantatemeldungen (Brustimplantate, Endoprothesen, Aortenklappen);Ja;ehealth-xds/ CustInst.: Nein;docker-compose-ehealth-xds.yml;ehealth-xds/ CustInst.: Nein;Nein;;Nein;Nein;"ORBIS-IMRE-BI: Brustimplantate, 
ORBIS-IMRE-EP: Endoprothesen, 
ORBIS-IMRE-AK: Aortenklappen
Datenaustausch über ORBIS U ehealth-xds Container und TI-Konnektor in das TI-Netz
siehe https://confluence.dedalus.com/pages/viewpage.action?pageId=361660967";;Franziska Faust;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/1EA95FDE-807B-4BEC-8C08-418BD5344ABC?nodeType=DOCUMENT"""" target=""_blank"">1EA95FDE-807B-4BEC-8C08-418BD5344ABC </a>";;"IMRE (9803)
IMRE-BI (60170)
Endoprothesen (60169)
Aortenklappen (60188)";Ja;Ja;Ja;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1425834\u0026session=14068159173354\u0026cs=3XM8aelTK_CW92FQMU0c_w6N0m_on7xlX5qDBD82cLuWGpNO2s49KzVM_i_0JgkKRD2-GXmInrGCUdNO-fneN-Q\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:25
ORBIS;ORBIS Speech Spracherkennung;Speech;;ORBIS integrierte Spracherkennung;"""Speech Rec hosted"" Funktion mit Cloud-Betrieb der Nuance-Komponenten";Ja;orbis-agent/ CustInst.: Nein<br>orbis-speech/ CustInst.: Nein<br>speech-u/ CustInst.: Nein;docker-compose-speech.yml;;Nein;;Nein;Nein;seit ORBIS 84.35 Verwendung ORBIS U;Nuance SpeechAnywhere bzw. DragonMedical;Jan Rusch;Nein;;;Kein RfC;"SPEECH_SR_HOSTED: ORBIS Speech REC hosted (60137)
Für Nutzung in U-umgebung:
60217 - Recognition U in NICE (SPEECH_SR_U_NICE)
60144 - ORBIS Agent (ORBISAGENT)";Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392115\u0026session=14068159173354\u0026cs=3wjHoeT34rRbjjFEwBBQxl8T8Iv51Ihf2v6ejkyyK7adMBqwGpZZd3YWtWNwvcnLQ23RjdDHF2m9q76MGxMiMtQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";10.03.2026 10:58
DIIT;ORBIS Herzschrittmacherdokumentation;;HSMD;;;Nein;;;;Nein;;Nein;Nein;;;Ralf Breuer;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=67875310"""" target=""_blank"">67875310 </a>";;"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:25&cs=3VfCl_I9xkAst5--EY517gBGcVX6jzxRczMLt6CVnwR-685Dxa8HapwvXd2ePTkdhPoysTDmG-RptUQL1o9x_KA""><i class=""fa fa-sign-in""></i> &nbsp; 20190214-00000002-0000025<br>Status: fertig</a>";;;;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392149\u0026session=14068159173354\u0026cs=3O3n6ZqfevqG4cOstoVQSpj2NTWItSXGF0MNGIoMNcHcIbQ85cLHIpOwwkmYhtiVt0YnvY1VTNgK5XjbAqA6r3A\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";17.12.2021 13:04
TIP;TIP HCE Smart - MD Controlling;;;TIP Hce smart;HCe Smart Modul für MD Controlling (Medizinischer Dienst der Krankenkassen);Nein;;;;Nein;;;Nein;;;;;;;Kein RfC;;;;;;;06.12.2021 07:27
ORBIS;ORBIS U Leistungserfassung;Patient Administration;fallbezogene Dokumentation von tarifneutralen (=innerbetrieblichen) Leistungen;TNS, TNL, tariff neutral services;fallbezogenen Dokumentation von tarifneutralen (=innerbetrieblichen) Leistungen. Leistungen können in einer hierarchischen Baumstruktur individuell dokumentiert werden.;Ja;kafka/ CustInst.: Nein<br>u-tns/ CustInst.: Nein;;kafka/ CustInst.: Nein<br>u-tns/ CustInst.: Nein;Nein;;Nein;Nein;"reine ORBIS U Funktion; Nachfolger des Produkts ORBIS ILEM: fallbezogene Leistungserfassung (Standalone)";;Ralf Pagel, Andreas Sander;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/DECFA1F6-07B9-4FB1-98BC-0ECB69EAB1E3?nodeType=DOCUMENT"""" target=""_blank"">DECFA1F6-07B9-4FB1-98BC-0ECB69EAB1E3 </a>";;5402 TNS_SSR Tariff neutral services - structured service recording;Nein;Nein;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1817784\u0026session=14068159173354\u0026cs=3USPeYSdNhjj0N4w3mNvHQbS5N81O68z7Zfw3OKd-GsnI-3nb02F4BDPa8sO0_1-EOiXuDOBK51KSlGZwkloiiA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 12:44
ORBIS;MDKM LE Portal;MedCo;MDKM LE;LEP, Medizinischer Dienst MD;In Orbis integrierte Auftragsabwicklung aus dem MD Leistungserbringer Portal.;Ja;orbis-4u/ CustInst.: Nein<br>mdkm-bridge/ CustInst.: Nein;docker-compose-mdkm-bridge.yml;mdkm-bridge/ CustInst.: Nein;Nein;;Nein;Nein;"in der env.-Datei folgende Serveradresse und proxy-Einstellungen hinterlegen:

•	Produktivsystem LE-Portal 
o	MDKM_KEYCLOAK_REALM: helicatweb-external
o	MDKM_KEYCLOAK_URL: https://auth.mdkportal.de/auth
o	MDKM_LEPORTAL_URL: https://mdkportal.de/portal_service

•	Testsystem LE-Portal 
o	MDKM_KEYCLOAK_REALM: helicatweb-external
o	MDKM_KEYCLOAK_URL: https://preprodauth.mdkportal.de/auth
o	MDKM_LEPORTAL_URL:  https://preprod.mdkportal.de/portal_service";;Lisa Peters;Nein;;;;MDKM-LEP (9924);Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1377798\u0026session=14068159173354\u0026cs=3atTZg07RfEY-LEuNUq67vMLb18iV2Uib_Xe9HBNkhGPabdWHOdBWAgHgP_6HG7GEuEK9VoXr2aWwqw5Q9MxZkw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:06
TIP;ORBIS Hygienemonitor;;;TIP Hce smart;"Das Produkt ""ORBIS Hygiene-Monitor"" ermöglicht die Auswertung und die Visualisierung der bereits erfassten Daten aus dem ORBIS Infektionsmanagement und dient als Ergänzung zum ORBIS Infektionsmanagement.";Nein;;;;Nein;;Nein;Nein;TIP Hce smart kann auf TIP HCe Server laufen;Microsoft Excel (Client);;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=68501979"""" target=""_blank"">68501979 </a>";;20190320-0000002-0000090;ORBIS-BDIM 8750;;Ja;Ja;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392181\u0026session=14068159173354\u0026cs=3fy29I-Nb9Mtiqxdd9TFSYtvaA9wVM4XWhJ2-c_a-HSTOVMoFMxlEOBD8YbI6tFpSr-YFy4u8_bbUMyC7vvK9Ig\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";08.11.2022 10:42
ORBIS;Dedalus Medical Device Interface (DMDI/MEGS) / Vitaldatenübernahme (PRO);;;Dedalus Medical Device Interface (DMDI);"Fallbegleitendes Monitoring (egal auf welcher Station ein Patient liegt)

Phase 3 (Dedalus Medical Device Interface (DMDI) - PRO): 
- Variante mit größerem Funktions-Umfang";Nein;;;;Nein;;Nein;Nein;"Voraussetzungen:
- MEGS System
- Observation-App
- Apache Kafka (besonderer Kafka !)";;;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/064F7D8C-D178-45CF-8BD4-F3E4F7848D68?nodeType=DOCUMENT"""" target=""_blank"">064F7D8C-D178-45CF-8BD4-F3E4F7848D68 </a>";;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1901782\u0026session=14068159173354\u0026cs=3FcvPEja6J0pRQgLbAIOIzsTESTKMpoz1ezG3SYVqfWbGVUyKvvgCDHiP6dCets1-qNKnbLCa6Wxis71WkIiNuQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";15.08.2025 16:24
ORBIS;Sterilisationsschnittstelle – Siebverfügbarkeit;;OPPL-SITA;;"Die Lizenz OPPL-SITA erweitert die ORBIS-Sterilisationsschnittstelle um die folgende Funktionalität:
• Die Anzeige der voraussichtlichen, individuellen Verfügbarkeit der ausgewählten Siebe zum Zeitpunkt der geplanten OP in der OP-Anmeldung
• Anzeige des aggregierten Verfügbarkeitsstatus der angeforderten Siebe zu einer ausgewählten Operation im graphischen OP-Plan (Ampelsystem)";Nein;;;;Nein;;Nein;Nein;"IRIS benötigt!

Voraussetzung: STER-FHIR
-> OAS FHIR Connectivity
-> ORBIS U Container
-> analog Instacount";;Maike Heinisch;Nein;;;;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1425804\u0026session=14068159173354\u0026cs=30CFo7PIHYwFRDNKpXjVNuQeSZfdG1bWTMyjdmnfp9lqNJBGAjpxl44XL196_Rj-zPBaecEQLvBkumVAJhbxZrg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";13.11.2024 10:53
ORBIS;ORBIS U Nutrition Management;ORBIS Ernährungsmanagement;;NM;"Bilanzierung von zugeführten Nährstoffen für Intensivpatienten; Bestandteil des Medizinproduktes ORBIS ICU-Managers - gesonderte Lizenz";Ja;orbis-4u/ CustInst.: Nein<br>nutrition-management/ CustInst.: Nein;docker-compose-nutrition-management.yml;nutrition-management/ CustInst.: Nein;Nein;;Nein;Nein;;;Mariia Gonta, Amon Batia;Nein;;;;NUTRITION: Nutrition Management (9629);Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1146426\u0026session=14068159173354\u0026cs=36thGjvNiV9hDyflJ6dJDhjB1hcZWMPqsFtHjdCONyatZ1opEpK1fz3yxXlUULYm6TEkAORaiGQ-sGcfofqTbwg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";14.05.2025 11:00
DIIT;ORBIS RSTM;;;RSTM Server;RIS Stammdaten Mangement. RSTM ist ein Katalogbearbeitungstool.;Nein;;;;Nein;;Nein;Nein;;;Marcus Muth/Michael Sauren;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=36852402"""" target=""_blank"">36852402 </a>";"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=36854494"""" target=""_blank"">36854494 </a>";Kein RfC;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392155\u0026session=14068159173354\u0026cs=3nvQqh2wUup25sBJv33LHPIlufjB14npyr58FqaTPcfHXPSeo2-kz2tW2O2yH8cDKKNyb4moPbWUQ5zVZEIKy1w\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";01.07.2024 13:24
ICAS;PatientXCare;;;;Engage Suite Nachfolgeprodukt;Ja;application-frame/ CustInst.: Nein<br>my-patients/ CustInst.: Nein<br>portal-manager/ CustInst.: Nein<br>security/ CustInst.: Nein;;;Nein;;Nein;Nein;"ORBIS U Container ""Portal-Manager"" benötigt";;;Nein;;;"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:5260&cs=3D0H5H97SfU5-0f1N91-2as7bt1lFfHLA3PIBPznOZvVp64WQ9BdlAivXZU2JNiXGwdsZiFuWmLoLLkxaAEpWdA""><i class=""fa fa-sign-in""></i> &nbsp; 20210501-03031114-0005260<br>Status: fertig</a>";;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392170\u0026session=14068159173354\u0026cs=3Yg44NHWOCcNKIy7uSenTHuejK_5mmfno2vgZ50yD5DN8I5Eaw7tnUSqKrModzYj8Ux-eGnToZKrNdJiLFqaZ8A\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";06.05.2024 17:08
ORBIS;ORBIS U Pflege - Delegation;Pflege;;;Dient der Delegierung von Pflegemaßnahmen an Pflege-Mitarbeiter;Ja;orbis-4u/ CustInst.: Nein<br>interventions/ CustInst.: Nein;docker-compose-interventions.yml;interventions/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein;Nein;;Nein;Nein;"ab 08044202

Voraussetzungen:
- ORBIS U Pflege Maßnahmen Funktion (-> siehe U Container)";;;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/AF9C061E-EB05-4A7E-A89D-0CA588DECB40?nodeType=DOCUMENT"""" target=""_blank"">AF9C061E-EB05-4A7E-A89D-0CA588DECB40 </a>";;60326;Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1901833\u0026session=14068159173354\u0026cs=3G_NJjLVllMyD63vRJFMmHL2R-TKGDsOIEt64gejgOfLjlcMPQTiqTKsPh0BkV8lH03YZVs1k07lS_gGFna3smg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 12:52
ORBIS;ORBIS U Allergies;Clinical Services;ALLERG;Allergien;dient zur zentralen und strukturierten Dokumentation der Allergien eines Patienten. Die Eingabe des Auslösers/Allergens kann entweder als Freitext oder als Auswahl aus einer vorgegebenen Liste erfolgen.;Ja;clinical-problems/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein<br>search/ CustInst.: Nein;docker-compose-clinical-problems.yml;clinical-problems/ CustInst.: Nein;Nein;;Nein;Ja;"Anwendungsfall der Clinical Problems Funktionalität (CLPB); Klinische Diagnosen und Probleme
ORBIS Standard-Allergie-Kataloge (u.a. Nahrungsmittel) basierend auf Quellen, u.a. SNOMED, internationale Kataloge, ICD, …); Dokumentation Schwangerschaft als Option";"Dosing Flycicle Vision / MMI Pharmindex (DE)
bzw. Diagnosia (Österreich AT) für Wirkstoffallergien und AMTS Check in ORBIS Medication";Wilhelm Penkaitis / Hans Katzenberger;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/29A46145-DBAF-462B-95C8-CB082C40B1A0?nodeType=DOCUMENT"""" target=""_blank"">29A46145-DBAF-462B-95C8-CB082C40B1A0 </a>";Kein RfC;ALLERG: Allergies (9912);Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392080\u0026session=14068159173354\u0026cs=3-bgSwvp5Yokr6bldyX7P6U2VmB8ME79oJGkg8uhUz30PATqVb4B-FNEPCixXcPWLYDC2pVTB4zM3QIMNWARpoQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:07
ORBIS;ORBIS AddOn - Schockraumprotokoll;;AddOn?Schockraumprotokoll (ADD_SRPROT);;;Nein;;;;Nein;;Nein;Nein;;;Guido Becker, Carsten Dickhut;Nein;;;Kein RfC;;;;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392079\u0026session=14068159173354\u0026cs=3DCz5VXB45gKsRh9j611EBP2J7LgYIC7YUnLdZP9ktVGEM3kDx1n5Kx_oKdoiBNux13Xj2F2MErHCln5iMavy3g\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";10.12.2021 09:34
ORBIS;Clinalytix;;Prediction Services;(old: ARGUS, AHCA, Clinical Analytics);Event-Information (Labor-Ergebnisse etc.) über Experter (OAS) zum Prediction Server (Container-Umgebung). Experter wertet die Daten aus und schickt über ORBIS Alert / ORBIS U Alarm ggf. eine Meldung.;Nein;;;;Nein;;Nein;Nein;"Eigene Container Server-Umgebung (kein ORBIS U)
Nutzung Experter, Alert System (OAS) / ORBIS U Alarm
Nutzung ORBIS DCS zum Export der Trainingsdaten.";;Kristof Depraetere, Ralph Szymanowski;Nein;;;"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:4618&cs=3khr2uAcours1eXHVSPpcfkvHmL2HolbGctcgY9JVI5eg81E4hVQ1RqR1ZgIF26UjfgC8N_Os2VMO4aY5EsXzLA""><i class=""fa fa-sign-in""></i> &nbsp; 20210308-00000002-0004618<br>Status: fertig</a>";CLAN: clinalytix (legacy: Clinical Analytics) (4900);Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392068\u0026session=14068159173354\u0026cs=34EiR2EGV29gEppdDq9ki5qbnVs7SKr5Q21WLRmGPk7-klN_hdrBNQxdIoo41bKTo_vQ97-x-Ho13YW6W4AyNKQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";15.12.2025 11:40
ORBIS;GeDoWin QS-Monitor;;QS-Monitor;Saatmann QS-Monitor;;Nein;;;;Nein;;Nein;Nein;;reines Drittprodukt;?;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=53421474"""" target=""_blank"">53421474 </a>";;Kein RfC;QSOM_DACH 8800, QSMLIGHT 9567, QSMPRO 9471;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392072\u0026session=14068159173354\u0026cs=3HsImNosoSSTyNCnxA8iErTVR1GAkMkfSkp-LETPLvnNJoH1nDOknTVe5mS2S1zXFEunWeChZ1rX5rZWG0QR-jg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";04.11.2022 11:46
ICAS;Engage Suite (Online Terminierung);;;;"Kopplung an ORBIS Online Terminierung
-> ALTES PRODUKT --> NEU: Patient XCare";Nein;;;;Nein;;Nein;Nein;Separate OAS mit FHIR Server;;Frank Unglauben;Nein;;;Kein RfC;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392169\u0026session=14068159173354\u0026cs=3WcgklivjO9zEYLgWQyuBbobbqa3xJJKU1qCaUliH46s8q1_3WajzpU8WBsAc-0lh0lMbCBMcTKGNWaSad84_ng\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";02.10.2023 11:56
ORBIS;ORBIS KIM Mail;;;;Mail Funktion in / out zwischen Ärzten auf Basis KIM in der Telematik Infrastruktur;Ja;ehealth-sec/ CustInst.: Nein;docker-compose-ehealth-sec.yml;;Nein;;Nein;Nein;;;Lars Freund;Nein;;;;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1735726\u0026session=14068159173354\u0026cs=32xQCbUM1Y7TMVZqRgdpmyv8Dyo5O_3YMKXR8Uh5vbfm12nYkYLBecXiOTRQFkZIZsAwM_Pmy0Ej1NSSexhrhQQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 14:18
ORBIS;ORBIS Rezept Plus;;Rezept Plus;"ORBIS Entlassmanagement
ORBIS Rezept KV Formular 16";eigene Schnittstelle ähnlich FRAU Aufruf von ORBIS nach MMI;Nein;;;;Nein;;Nein;Nein;optional: JAIF MDM XML Import für Medikationsplan-Verarbeitung;arbeitet rein mit Drittprodukt MMI Pharmindex Plus;Steffi Hommes-Letsch;Nein;;;"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:4154&cs=3Li7hAn5Kq128u8_9aPuREHU3GlAQsie9ydaSsmsichMXLAt9wbtGb4trAos6NYZzh0pniKTqdaFjgIpgMdlvpg""><i class=""fa fa-sign-in""></i> &nbsp; 20210119-03016655-0004154<br>Status: fertig</a>";;;;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392112\u0026session=14068159173354\u0026cs=3U5yhldeup2WLqI27gmFG2PnCr6k5JIo-SoT2klVRNbTRjZtCk9R_k3x9ljDluRXAWl0a2qD3hPTF0scmQd33KA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";17.12.2021 12:23
