Kategorie;Funktion;Produkt;Kurzbeschreibung;Synonyme;Beschreibung;ORBIS U Technologie?;ORBIS U Spezifkation;Orbis U Docker Compose;Service Names;OAS Technologie?;OAS Spezifikation;JAIF Technologie?;ORBIS Mobile Technologie?;Bemerkung;Notwendige Drittprodukte;Produkt Ansprechpartner;Applikations-Support Dedalus;Technische Spezifikation;Kurzfunktions-beschreibung;AMS SIP RfC;Lizenz;Released for Sale;Released for Delivery;PL-Leitfaden;ORBIS Roadmap;History;Geändert am
ORBIS;ORBIS Patientenkurve - PDF-Exportmanager (Business Continuity);Patientenkurve;ORBIS Patientenkurve Continuity;ORBIS Patient Chart (PTC) Continuity, contingency plan, Ausfallszenario, Notfalldruck;automatisches PDF-Exportmodul für die ORBIS Patientenkurve. Es wird verwendet, um den Anwendungsfall des Systemausfallkonzepts und die vollständige Fallarchivierung abzudecken (Erzeugung von lokal ablegbaren PDFs bzw. Archivierung in das DMS HydMedia).;Ja;ptc-continuity-server/ CustInst.: Nein<br>ptc-on-demand/ CustInst.: Nein;docker-compose-ptc-continuity-server.yml;ptc-continuity-server/ CustInst.: Nein<br>ptc-on-demand/ CustInst.: Nein;Nein;;Nein;Nein;"nur in Kombination mit ORBIS Patientenkurve
Auch für ambulante Fälle, Besuche und Intensivaufenthalte möglich";;Quentin Subervie, Mickael Boitet (FR);Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/ED575DB8-4B1F-43C4-806E-F01B46AD4DD1?nodeType=DOCUMENT"""" target=""_blank"">ED575DB8-4B1F-43C4-806E-F01B46AD4DD1 </a>";"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:2802&cs=3A3g5Z9nTKtNswum7mK-ybuGqiJSPIvHel9taEdNlJkZ1R_ed51f6baAsKWnRCnF_0dvSiFThIY219gxHFtmgQQ""><i class=""fa fa-sign-in""></i> &nbsp; 20200805-00000002-0002802<br>Status: fertig</a>";PTC_CONTINUITY 19406;Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392111\u0026session=14068159173354\u0026cs=3HOGLZqixCwZC9PwdRYzrZU8swN1h6hJbofe4KB0ZLXQuCITCBoxGjIzxN-TJFawESxaxq7yuWoC5WInAa8apCA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:06
ORBIS;ORBIS ePA;TI;ORBIS-ePA;Elektronische Patientenakte;ePA Aktennavigator für Deutschland;Ja;ehealth-xds/ CustInst.: Nein;docker-compose-ehealth-xds.yml;ehealth-xds/ CustInst.: Nein;Nein;;Nein;Nein;"bislang über OAS, seit 08.04.35 ORBIS U Container ""eHealth XDS""";;Jan Niklas von Rath;Nein;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=75158440"""" target=""_blank"">75158440 </a>";"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:5184&cs=3SOcCn-c9-BFgsncgt0iQbc6hE_QFcwTjG40VgYRQDnInnBmdlW57-ANqJvGhZTpyx_yC73dzNM3AilO91wjaHw""><i class=""fa fa-sign-in""></i> &nbsp; 20210422-00000002-0005184<br>Status: fertig</a>";EPA 9800 / DEMK 8963 / PDFE 8291 / IHE_D-SOURCE 8642 / IHE_D-CONSUMER 8643;Ja;Ja;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392090\u0026session=14068159173354\u0026cs=3j1iPoNQ-0Tgot-5de11bpr405ZzrBc_aGGcKMXNi84_sJv5_SBAhLlmRo3GmYnwCLMVQx2Xl9MhGpD87Nab79g\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:40
ORBIS;ORBIS U Security;Technische Komponente;Security;Security, Berechtigungen, Rollenverwaltung, effektive Rechte;rollenbezogene Steuerung der Benutzerberechitigungen für ORBIS U Applikationen u.a. im ORBIS U Frame. Auswertung per effektive Berechtigungen, Export und Import von Rollen mit zugewiesenen ORBIS U Securityprofilen.;Ja;security/ CustInst.: Nein;docker-compose-security.yml;security/ CustInst.: Nein;Nein;;Nein;Nein;"ab 84.44.04 auch Dokumentenberechtigungen für UDOCs geplant; zudem auch ""bedingte"" Berechtigungen.
Basiskomponente ohne Lizenz";;Paul Hammes, Christian Fröhlich;Nein;;;;;Nein;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1345227\u0026session=14068159173354\u0026cs=3j3ay3rvimrcY4-acycLNBL3EmwgHqAyoDS1bPg5JWa8f7WAdHFEpGpU5G7IX0lcovMvWCD6yGT3yrbNWcuO61w\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:15
DIIT;Media Creation;;;;Brenn-Roboter Lösung;Nein;;;;Nein;;Nein;Nein;;;;Nein;;;20161229-0002-003971;;;;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392147\u0026session=14068159173354\u0026cs=3CjXCrZ37h9JSQPtIKMY7BbIBuQpcL-nfuV2sj7qVM_1h44BzfRgNl7h_a0RPTJDO9JEVYmpHWp2y5XiNx0yFPA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";10.12.2021 09:33
ORBIS;ORBIS U Pflege BAss;Pflege;;Pflegerisches Basis Assessment;Zur Datenerhebung durch die Pflege-Assessment-Methodik „Pflegerisches BasisAssessments (BAss)“ der Fachgesellschaft - Profession Pflege e.V.;Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>pdf-server/ CustInst.: Nein;docker-compose-nursing.yml;assessments/ CustInst.: Nein;Nein;;Nein;Nein;;;Simone Schneider;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/0AB66029-211F-4368-BE06-AB8EF9D9A306?nodeType=DOCUMENT"""" target=""_blank"">0AB66029-211F-4368-BE06-AB8EF9D9A306 </a>";;NURS_BASS (9624);Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1146387\u0026session=14068159173354\u0026cs=3q0Try5aPTx3fi5U9wFMif4hKn8NNiN_ruSyPA433EB0gITzXu68_mdKTsrgMLyRAKpDMksXyICTdqsSU6L94wQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:41
ORBIS;ORBIS U Dashboards;ORBIS U Composer - Dashboards;;perspektivischer U Nachfolger von EHRO Synopsis und SYNX Synopsis Extended in NICE;"Basistool zur kundenspezifische Erstellung von patientenbezogenen oder benutzerspezifischen Übersichten mehrerer ""Widgets"" mit Daten, zeitliche Datenverläufe, körperliche Zustände, Patienteneigenschaften. Durch Klick auf ein Widget wird der Anwender auf entsprechende Details („Drilldown“) oder auf andere Dashboards gelenkt.
Im ORBIS NICE Rahmen und U Frame einsetzbar.";Ja;pdf-server/ CustInst.: Nein<br>dashboards/ CustInst.: Nein;docker-compose-dashboards.yml;dashboards/ CustInst.: Nein;Nein;;Nein;Nein;;;Jean Michel Mially;Nein;;;;"60128 U_DASHBOARD_BASIC 
60129 U_DASHBOARD_ADVANCED    
(hilfreich: 19407 PTC_WIDGET)";;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1589429\u0026session=14068159173354\u0026cs=3S6ZnIJHjzH8c1TFyJOT3yEDdJs_nb6qpxrhQpPHQG59gXzvE00ST4mkJd2_pjGNp7P30yYCiYeLaaX-cGVu5-w\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";20.03.2025 15:34
ORBIS;ORBIS U Zugangsmanagement;Pflege;DRAINS;ORBIS Lines and Drains, L&D;Dokumentation und dem Management von Zugängen und Abgängen wie Katheter, Drainagen, Tuben, etc. eines Patienten;Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>interventions/ CustInst.: Nein<br>locatedcare/ CustInst.: Nein;docker-compose-locatedcare.yml;;Nein;;Nein;Nein;"ORBIS U : Wundmanagement Erweiterung bzw. Teil des LocatedCare (""locatedcare"" Container)
ORBIS Mobile Nutzung optional";;Thomas Schwan / Jörg Schmitt;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/BC365F11-F0E8-4AB6-986C-0F776F2D430?nodeType=DOCUMENT"""" target=""_blank"">BC365F11-F0E8-4AB6-986C-0F776F2D430 </a>";Kein RfC;DRAINS (9625);Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392134\u0026session=14068159173354\u0026cs=32C4BZOxzPomxDY-NQhPt1PvXvI6NJckyPipGsy3deMDWupJLncM4dINtnzWmOU6woJC2KgFsyloV1Ap7KkKrSA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:42
ORBIS;SPI Pflege U;Pflege;SPI_CARE;Synopsis/SYNX-Plugin;Erste Plugins für Nursing U (ORBIS Funktion);Nein;;;;Nein;;Nein;Nein;Voraussetzung siehe Nursing;;;Nein;;;Kein RfC;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392137\u0026session=14068159173354\u0026cs=3uHa0Nkdj-IicJ3khPRIBFRBX5jrAg5D32roWgJEWMDDgvsbZ-gY6ZRVI1BrQHFCLmKugfPTXtcHPNU8Mv326Kg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 15:20
ORBIS;ORBIS U Pflege - Stomadokumentation;Pflege;;;"Erweiterung für das ORBIS U Wundmanagement
Spezielle Wundbeurteilungs-Dokumentation für Stoma-Wundmanagement";Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>pdf-server/ CustInst.: Nein<br>pdf-renderer/ CustInst.: Nein<br>print-template-editor/ CustInst.: Nein;;;Nein;;Nein;Nein;"Voraussetzung:
- ORBIS U Wundmanagement";;;Nein;;;;STOMA 60339;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1901848\u0026session=14068159173354\u0026cs=3YAIwNewV5jj6d1DAUSiDUvVNa5zfmaLxotxJFimRgbHp5wxQbCdNqUyMWqpyNQTh_WbD1QNyx9bq1HbPVuRk6A\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 15:20
ORBIS;ORBIS AddOn - Rettungsdienstanbindung;AddOn;;;Anbindung von Rettungsdienstanbietern (z.B. NIDA);Ja;nida-connect/ CustInst.: Nein<br>ambulance-connect/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein;docker-compose-nida-connect.yml;;Nein;;Nein;Nein;"Einsatz des Nida-Connect wird immer auch der Ambulance-Connect Containers benötigt.

Pulsation und TAKWA benötigen nur Ambulanz-connect";;Guido Becker, Carsten Dickhut;Nein;;;Kein RfC;ADD_AMBCON, ADD_AC_NIDA;Ja;Ja;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392078\u0026session=14068159173354\u0026cs=3UzIGSLFcaMbnfkimukWSCaXQe1_CJitdBebXSPuJvnHEAIm8H5AnQxemEma1RhAj2ZJZDo1x-sqzhuHxEZNS2A\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 11:46
S&CC;Patient XCare Suite Questionnaires;U Composer;Nachinstallation von Questionnaires;PXCS;Fragebögen zum Ausfüllen durch Patienten auf eigenen Geräten;Ja;udoc-configurator/ CustInst.: Nein<br>questionnaire/ CustInst.: Nein;;;Nein;;Nein;Nein;;;Francois Wasmes;Nein;;;;;Nein;Ja;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1615429\u0026session=14068159173354\u0026cs=30VjP-fZ09T21W6lHNc0LZ2jaEBQHpfKRz9kC3jTEm5jG2dgLbv_v_josGwjgnGDiTW5ICu5xgprTs8cyk74ZPQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";01.12.2025 21:14
ORBIS;ORBIS Speech Diktat;Speech;;;Container für Speech REC und DICT: orbis-speech und speech-u, Container für Mikrofonhandling: orbis-agent;Ja;orbis-agent/ CustInst.: Nein<br>orbis-speech/ CustInst.: Nein<br>speech-u/ CustInst.: Nein;docker-compose-speech.yml, docker-compose-speech-u.yml, docker-compose-orbis-agent.yml;orbis-agent/ CustInst.: Nein<br>orbis-speech/ CustInst.: Nein<br>speech-u/ CustInst.: Nein;Nein;;Nein;Nein;;;Jan Rusch;Nein;;;;"SPEECH_DD_DIC: Speech: digital dictation author license (9275)
ORBIS Agent (60144)";Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1712796\u0026session=14068159173354\u0026cs=3sRIeQjMLoKc4SJWGFPoYg_Ty215dYNwkCa2ADBfZtPNoxihwrrIDVcUtvsOUU5DJdrtKoS69iAKO8H7WytNfrA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";14.01.2026 15:08
ORBIS;RICO DRG;MedCo;;RICO Orbis U Komponente, Right Coding, Kodierung Diagnosen Prozeduren;"RICO unterstützt, sichert und vereinfacht die abschließende Fallkodierung auf Dokumentenbasis. Dabei werden
ausgewählte Inhalte der elektronischen Patientenakte einer systematischen und semantischen Analyse
unterzogen. Die elektronischen Inhalte der Patientenakte aus ORBIS wie Arztbriefe, Verlaufsdokumente,
Laborwerte, Befunde, Medikamente oder kundenspezifische Dokumente werden täglich von RICO automatisiert ausgelesen und analysiert.";Ja;orbis-4u/ CustInst.: Nein<br>rico/ CustInst.: Nein;;;Nein;;Nein;Nein;;;;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/CDC42D3D-DF9C-4FC7-93D0-7B6CE8C9498A?nodeType=DOCUMENT"""" target=""_blank"">CDC42D3D-DF9C-4FC7-93D0-7B6CE8C9498A </a>";;"RICO-DRG: Right Coding DRG (60090)
RICO-PEPP: Right Coding PEPP (60101) > in Pilotierung";Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1959861\u0026session=14068159173354\u0026cs=35rZU0RtJCUSU80QofOdIWFuB7e0lkV771WAZ9-jc6t4-j7UrWY6SBEZFY_jgF118SIqxp9-Jko5iyxZwn9KMfw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:43
ORBIS;ORBIS U Questionnaire;questionnaire;questionnaire;questionnaire;questionnaire;Ja;questionnaire/ CustInst.: Nein;docker-compose-questionnaire.yml;;Nein;;Nein;Nein;;;;Nein;;;;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1537300\u0026session=14068159173354\u0026cs=3MYm9VZyz5wMfco7iI5zZL9G_8ZdzSxjqa-4H_vGHP35K2VWHb_x7AfWXx1E87R7IVGl9XnzCy27OTnJr-DtPTQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";08.04.2024 10:34
ORBIS;ORBIS U Pflege epaAC V2.x & epaKIDS V2.x & epaPSYC 1.x;Pflege;;;Datenerhebung anhand der Pflege-Assessment-Methodiken epaAC V2.x, epaKIDS 2.x oder epaPSYC 1.x der Firma epaCC GmbH. Die einzelnen Daten werden per Patienten- und/oder Verwandtenbefragung sowie Messung durch die Pflege erhoben. Optionaler Regelerweiterung per Funktion ORBIS Rules und ORBIS U Clinical Support.;Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>pdf-server/ CustInst.: Nein;docker-compose-nursing.yml;;Nein;;Nein;Nein;Optional: Erweiterung epa AC- und epaKids Regeln V2.x (Erweiterung);"epaCC Lizenzen für AC, KIDS oder PSYCH
Nutzungsvertrag zwischen Kunde und der Firma ePA-CC GmbH zur Einführung und Schulung der epaPSYC -Methodik";Simone Schneider, Michael Reiter;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=73081360"""" target=""_blank"">73081360 </a>";"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=76071484"""" target=""_blank"">76071484 </a>";;"NURS_U_EPAAC2 (9617)
NURS_U_EPAKIDS2 (9621)
optional: AC Regeln: CL_SUPPORT -> EPAAC_RULES (60009)
optional: Kids Regeln: CL_SUPPORT -> EPAKIDS_RULES (60006)

EPA-PSYCH (60047) 
optional: Psych Regeln_CL_SUPPORT -> EPAPSYCH_RULES (60008)";Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392121\u0026session=14068159173354\u0026cs=3NFDxU4J0EiuE0Q0J0l8XUWDMUuGnpvNHabQ-9xxWjYUXpn6Exig_AS0NFGeUiwps65N4he4zZPccrp1u3Ak7hQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 11:08
ORBIS;ORBIS User Provisioning;Technische Komponente;ORBIS User Provisioning API (für alle IAM-Systeme);"IAM-Systeme:
- OneIdentity
- Cognitum
- Tenfold
- Imprivata/Ogitix";ORBIS User Provisioning API: REST-Schnittstelle zum Management relevanter ORBIS Benutzer-Daten (Mitarbeiter-Rollen, Orgaeinheiten, keine Einzelrechte).;Ja;user-provisioning/ CustInst.: Nein;;;Nein;;Nein;Nein;ab 8.4.33 SU2 HF1 kein Modul-OAS mehr, sondern ORBIS U Container;;Francois Wasmes, Paul Hammes;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=71975724"""" target=""_blank"">71975724 </a>";"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=63294744"""" target=""_blank"">63294744 </a>";"<a href=""/ords/f?p=20180622:9:14068159173354:::RP,9:P9_CR_ID:1995&cs=3_wmOnexgO00PWLKtdjBs3WL-ebcJ2N5N_PShX8ohV8X8KOt72-l0JmaoS16HufaiaCOKpYGEaOaZQ8NpJ0J2Vg""><i class=""fa fa-sign-in""></i> &nbsp; 20200330-00000002-0001995<br>Status: fertig</a>";;Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392130\u0026session=14068159173354\u0026cs=37nQI23tow77CfWRB3eXmqrcaHssJSnjDuBXb8OykPsbvu-60fLXualOcRKvY7k_gr7pwf1P2btdRckUICi_PwA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:45
ORBIS;ORBIS U Pflege Care Cycle;Pflege;;Pflegemaßnahmen, CareCycle;Darstellung von Pflegeproblemen mit jeweils zugeordneten Pflegezielen und Pflegemaßnahmen sowie das dazugehörige Vorschlagswesen (basierend auf Funktion ORBIS U Pflege Maßnahmen).;Ja;orbis-4u/ CustInst.: Nein<br>interventions/ CustInst.: Nein;docker-compose-interventions.yml;interventions/ CustInst.: Nein;Nein;;Nein;Nein;benötigt die selben Container wie Nursing Interventions;;Simone Schneider;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/3F6B08C0-6573-4CFE-BF40-8185CBC5E3DC??nodeType=DOCUMENT"""" target=""_blank"">3F6B08C0-6573-4CFE-BF40-8185CBC5E3DC? </a>";;"NURS_U_CARECYCLE (9619)
zusätzlich: NURSINT (9431) zur Nutzung der Pflegemaßnahmen innerhalb des Care Cycles";Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1138912\u0026session=14068159173354\u0026cs=39_ZIAGjVtqgD7uC0mdgO6lwX5z6c-2kWlnyGV8aK-3EawXQsH1DkDf1n1-V_g0rVUSP3Ww97iM48QalzRoq01w\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:45
ORBIS;Anbindung Steril.-Systeme an ORBIS OP;;;;Schnittstelle zu EuroSDS Software über FHIR;Ja;;;;Ja;;Ja;Nein;IRIS benötigt!;;Marc Robberecht, Simone Laufer;Nein;;;;;Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392067\u0026session=14068159173354\u0026cs=32TDc10xd1NtMJxkfkRlj0qc3kQKhfFrfv-G2Mk4POPvPYYuj8VxfXWM6gFwhEgjWwZN-6fKeagJ6kYNyUdF43Q\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:46
